id,pid,lot_frontage,lot_area,street,alley,land_contour,utilities,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,condition_artery,condition_feedr,exterior_2nd,condition_posa,condition_posn,condition_rrae,condition_rran,mas_vnr_area,condition_rrnn,exter_qual,exter_cond,bsmt_cond,bsmt_exposure,freshness,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,totbsmtfin_sq_ft,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,total_sq_ft,garage_finish,totfin_sq_ft,garage_cars,bsmtfin_type_alq,bsmt_bath,bsmtfin_type_blq,bsmtfin_type_glq,bsmtfin_type_lwq,bsmtfin_type_rec,garage_area,garage_qual,total_bath,garage_cond,totrooms,wood_deck_sf,open_porch_sf,enclosed_porch_sf,3ssn_porch_sf,screen_porch_sf,misc_feature,misc_val,saleprice,ms_zoning_a_(agr),ms_zoning_c_(all),ms_zoning_fv,ms_zoning_i_(all),ms_zoning_rh,ms_zoning_rl,ms_zoning_rm,lot_shape_ir1,lot_shape_ir2,lot_shape_ir3,lot_shape_reg,lot_config_corner,lot_config_culdsac,lot_config_fr2,lot_config_fr3,wood_deck,open_porch,lot_config_inside,enclosed_porch,land_slope_gtl,3ssn_porch,land_slope_mod,screen_porch,land_slope_sev,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,bldg_type_1fam,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5fin,house_style_1.5unf,house_style_1story,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,roof_style_flat,roof_style_gable,roof_style_gambrel,roof_style_hip,roof_style_mansard,roof_style_shed,roof_matl_clytile,roof_matl_compshg,roof_matl_membran,roof_matl_tar&grv,roof_matl_wdshake,roof_matl_wdshngl,mas_vnr_type_0,mas_vnr_type_brkcmn,mas_vnr_type_brkface,mas_vnr_type_stone,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,bsmt_qual_0,bsmt_qual_ex,bsmt_qual_fa,bsmt_qual_gd,bsmt_qual_po,bsmt_qual_ta,heating_gasa,heating_gasw,heating_grav,heating_othw,heating_wall,central_air_n,central_air_y,electrical_fusea,electrical_fusef,electrical_fusep,electrical_mix,electrical_sbrkr,garage_type_0,garage_type_2types,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,paved_drive_n,paved_drive_p,paved_drive_y,fence_0,fence_gdprv,fence_gdwo,fence_mnprv,fence_mnww,sale_type_cod,sale_type_cwd,sale_type_con,sale_type_conld,sale_type_conli,sale_type_conlw,sale_type_new,sale_type_oth,sale_type_wd_
1643,527256040,81.0,13870,Pave,0,HLS,AllPub,10,5,2006,2007,CemntBd,0,0,CmentBd,2,0,0,0,250.0,0,5,3,3.0,3.0,1,1152.0,0.0,590.0,1742.0,5,2042,0,0,1.0,0.0,2,0,1152.0,3,1,5,8,8,1,4.0,2007.0,3784.0,Fin,1152.0,3.0,0,1.0,0,1,0,0,724.0,3.0,3.0,0.0,11.0,240,52,0,0,174,0,0,455000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2453,528365090,92.0,10120,Pave,0,Lvl,AllPub,8,5,1994,1994,VinylSd,0,0,VinylSd,0,0,0,0,391.0,0,4,3,3.0,0.0,0,740.0,0.0,425.0,1165.0,5,1203,1323,0,1.0,0.0,2,1,740.0,4,1,4,8,8,1,3.0,1994.0,3691.0,RFn,740.0,3.0,0,1.0,0,1,0,0,844.0,3.0,4.0,0.0,12.0,309,78,0,0,0,0,0,290000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2129,907187040,47.0,10820,Pave,0,Lvl,AllPub,7,5,1999,1999,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,3.0,0,342.0,0.0,646.0,988.0,5,988,885,0,0.0,0.0,2,1,342.0,3,1,4,7,8,1,3.0,1999.0,2861.0,RFn,342.0,2.0,0,0.0,0,1,0,0,597.0,3.0,3.0,0.0,10.0,202,123,0,0,0,0,0,235500,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2640,902104020,60.0,9600,Pave,Grvl,Lvl,AllPub,6,8,1900,2004,Wd Sdng,0,0,Wd Sdng,0,0,0,0,0.0,0,3,3,3.0,0.0,104,381.0,0.0,399.0,780.0,5,940,476,0,0.0,1.0,1,0,381.0,3,1,4,7,8,0,0.0,1956.0,2196.0,Unf,381.0,2.0,0,1.0,0,0,0,1,400.0,3.0,2.0,0.0,9.0,0,24,0,0,0,0,0,156500,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2437,528275060,0.0,8121,Pave,0,Lvl,AllPub,6,5,2000,2000,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,3,3,3.0,0.0,0,0.0,0.0,953.0,953.0,5,953,711,0,0.0,0.0,2,1,0.0,3,1,3,7,8,1,3.0,2000.0,2617.0,RFn,0.0,2.0,0,0.0,0,0,0,0,460.0,3.0,3.0,0.0,10.0,100,40,0,0,0,0,0,172400,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1123,528462040,95.0,11639,Pave,0,Lvl,AllPub,7,5,2007,2008,CemntBd,0,0,CmentBd,0,0,0,0,0.0,0,4,3,3.0,0.0,1,0.0,0.0,1428.0,1428.0,5,1428,0,0,0.0,0.0,2,0,0.0,3,1,4,6,8,0,0.0,2007.0,2856.0,Fin,0.0,2.0,0,0.0,0,0,0,0,480.0,3.0,2.0,0.0,8.0,0,120,0,0,0,0,0,182000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2398,528150080,121.0,13758,Pave,0,Lvl,AllPub,9,5,2005,2006,VinylSd,0,0,VinylSd,0,0,0,0,430.0,0,5,3,3.0,3.0,1,1232.0,0.0,560.0,1792.0,5,1792,0,0,1.0,0.0,2,0,1232.0,2,1,4,6,8,1,4.0,2005.0,3584.0,RFn,1232.0,3.0,0,1.0,0,1,0,0,925.0,3.0,3.0,0.0,9.0,204,49,0,0,0,0,0,372397,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1420,906204280,0.0,9771,Pave,0,Lvl,AllPub,6,5,1995,2002,HdBoard,0,0,HdBoard,0,0,0,0,190.0,0,4,3,3.0,0.0,7,779.0,0.0,298.0,1077.0,5,1093,1721,0,0.0,1.0,2,1,779.0,4,1,4,9,8,1,3.0,1995.0,3891.0,Fin,779.0,2.0,0,1.0,0,0,1,0,614.0,3.0,4.0,0.0,13.0,48,32,0,0,216,0,0,260000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2693,903454020,50.0,9000,Pave,0,Lvl,AllPub,5,4,1919,1950,Wd Sdng,0,0,Wd Sdng,0,0,0,0,0.0,0,3,3,3.0,0.0,31,0.0,0.0,610.0,610.0,5,819,0,0,0.0,0.0,1,0,0.0,2,1,4,4,8,0,0.0,0.0,1429.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,5.0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1370,903481100,60.0,10320,Pave,Grvl,Lvl,AllPub,3,3,1915,1950,AsphShn,0,0,AsphShn,0,0,0,0,0.0,0,2,2,2.0,0.0,35,0.0,0.0,536.0,536.0,5,808,536,0,0.0,0.0,2,0,0.0,3,2,3,8,8,0,0.0,0.0,1880.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,2.0,0.0,10.0,42,0,204,0,0,0,0,82375,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
392,527378140,0.0,10448,Pave,0,Lvl,AllPub,6,6,1972,1972,HdBoard,0,0,HdBoard,0,0,0,0,333.0,0,3,3,3.0,0.0,0,0.0,0.0,689.0,689.0,3,1378,741,0,0.0,0.0,2,1,0.0,3,1,3,7,8,1,3.0,1972.0,2808.0,RFn,0.0,2.0,0,0.0,0,0,0,0,583.0,3.0,3.0,0.0,10.0,0,104,0,0,0,0,0,158000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1351,903236010,50.0,8635,Pave,0,Lvl,AllPub,5,5,1948,2001,Wd Sdng,0,0,Wd Sdng,0,0,0,0,0.0,0,3,3,3.0,0.0,53,336.0,41.0,295.0,672.0,3,1072,213,0,1.0,0.0,1,0,377.0,2,1,3,6,7,0,0.0,1948.0,1957.0,Unf,377.0,1.0,0,1.0,1,1,0,0,240.0,3.0,2.0,0.0,8.0,0,0,0,0,0,0,0,127000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
246,906201120,83.0,11980,Pave,0,Low,AllPub,7,5,1987,1987,Plywood,0,0,Plywood,0,0,0,0,177.0,0,4,3,3.0,3.0,0,1433.0,0.0,0.0,1433.0,5,1433,0,0,1.0,0.0,1,1,1433.0,1,1,4,4,8,2,3.0,1987.0,2866.0,RFn,1433.0,2.0,0,1.0,0,1,0,0,528.0,4.0,3.0,0.0,7.0,0,278,0,0,266,0,0,270000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
802,906201130,79.0,12327,Pave,0,Low,AllPub,8,8,1983,2009,Wd Sdng,0,0,Wd Sdng,0,0,0,0,0.0,0,4,3,3.0,3.0,26,1441.0,0.0,55.0,1496.0,5,1496,636,0,1.0,0.0,1,1,1441.0,1,1,4,5,6,1,4.0,1983.0,3628.0,Fin,1441.0,2.0,0,1.0,0,1,0,0,612.0,4.0,3.0,0.0,8.0,349,40,0,0,0,0,0,316600,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1404,905402090,124.0,11512,Pave,0,Lvl,AllPub,6,7,1959,2006,Plywood,0,0,Plywood,0,0,0,0,84.0,0,3,3,3.0,2.0,47,719.0,0.0,300.0,1019.0,4,1357,0,0,1.0,0.0,1,0,719.0,2,1,5,5,8,1,4.0,1959.0,2376.0,RFn,719.0,1.0,1,1.0,0,0,0,0,312.0,3.0,2.0,0.0,7.0,0,0,0,0,163,0,0,177000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
803,906203120,90.0,14684,Pave,0,Lvl,AllPub,7,7,1990,1991,HdBoard,0,0,HdBoard,0,0,0,0,234.0,0,4,3,3.0,1.0,1,485.0,177.0,1496.0,2158.0,4,2196,0,0,0.0,0.0,2,0,662.0,3,1,4,7,8,1,3.0,1990.0,4354.0,RFn,662.0,3.0,1,0.0,1,0,0,0,701.0,3.0,2.0,0.0,9.0,84,70,0,0,0,0,0,271900,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1595,923225150,0.0,2665,Pave,0,Lvl,AllPub,5,6,1976,1976,CemntBd,0,0,CmentBd,0,0,0,0,0.0,0,3,3,3.0,1.0,0,0.0,0.0,264.0,264.0,3,616,688,0,0.0,0.0,1,1,0.0,3,1,3,4,8,1,4.0,1976.0,1568.0,Fin,0.0,1.0,0,0.0,0,0,0,0,336.0,3.0,2.0,0.0,6.0,141,24,0,0,0,0,0,115000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1319,902330010,50.0,5250,Pave,Pave,Lvl,AllPub,8,5,1872,1987,MetalSd,0,0,MetalSd,0,0,0,0,0.0,0,3,4,2.0,0.0,115,259.0,0.0,425.0,684.0,2,938,1215,205,0.0,0.0,2,0,259.0,4,1,3,8,8,0,0.0,0.0,2837.0,0,259.0,0.0,0,0.0,0,0,1,0,0.0,0.0,2.0,0.0,10.0,0,54,20,0,0,0,0,122000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2231,909475230,70.0,18044,Pave,0,HLS,AllPub,8,5,1986,1986,WdShing,0,0,Plywood,0,0,0,0,0.0,0,4,3,3.0,0.0,0,0.0,0.0,279.0,279.0,4,2726,0,0,0.0,0.0,2,1,0.0,2,1,4,6,8,1,4.0,1986.0,3005.0,Fin,0.0,2.0,0,0.0,0,0,0,0,691.0,4.0,3.0,0.0,9.0,216,64,169,0,0,0,0,315000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2162,907410050,79.0,9245,Pave,0,Lvl,AllPub,7,5,2006,2006,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,2.0,0,0.0,0.0,939.0,939.0,5,939,858,0,0.0,0.0,2,1,0.0,3,1,4,8,8,0,0.0,2006.0,2736.0,RFn,0.0,2.0,0,0.0,0,0,0,0,639.0,3.0,3.0,0.0,11.0,144,53,0,0,0,0,0,213500,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2622,535451190,60.0,7200,Pave,0,Lvl,AllPub,5,7,1950,1950,Wd Sdng,0,0,Wd Sdng,0,0,0,0,0.0,0,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,3,1040,0,0,0.0,0.0,1,0,0.0,2,1,3,5,8,0,0.0,1950.0,1040.0,Unf,0.0,2.0,0,0.0,0,0,0,0,625.0,3.0,1.0,0.0,6.0,0,0,0,0,0,0,0,109500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,902201120,50.0,6000,Pave,0,Lvl,AllPub,5,5,1948,1950,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,3,3,3.0,0.0,2,104.0,169.0,516.0,789.0,5,789,0,0,0.0,0.0,1,0,273.0,2,1,3,5,8,0,0.0,1948.0,1578.0,Unf,273.0,1.0,1,0.0,1,0,0,0,250.0,3.0,1.0,0.0,6.0,0,0,0,0,0,0,0,115000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2505,533206040,34.0,3628,Pave,Pave,Lvl,AllPub,7,5,2004,2004,MetalSd,0,0,MetalSd,0,0,0,0,0.0,0,4,3,3.0,0.0,0,0.0,0.0,1143.0,1143.0,5,1143,0,0,0.0,0.0,1,1,0.0,1,1,4,5,8,1,4.0,2004.0,2286.0,RFn,0.0,2.0,0,0.0,0,0,0,0,588.0,3.0,2.0,0.0,7.0,0,191,0,0,0,0,0,176400,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
582,534127170,0.0,9156,Pave,0,Lvl,AllPub,6,7,1968,1968,BrkFace,0,0,BrkFace,0,1,0,0,0.0,0,3,3,3.0,0.0,0,0.0,0.0,1489.0,1489.0,4,1489,0,0,0.0,0.0,2,0,0.0,3,1,4,7,8,1,4.0,1968.0,2978.0,RFn,0.0,2.0,0,0.0,0,0,0,0,462.0,3.0,2.0,0.0,9.0,0,0,0,0,0,0,0,185750,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1458,907254020,73.0,9066,Pave,0,Lvl,AllPub,8,5,1999,2000,VinylSd,0,0,VinylSd,0,0,0,0,320.0,0,4,3,3.0,1.0,1,668.0,0.0,336.0,1004.0,5,1004,848,0,0.0,0.0,2,1,668.0,3,1,4,7,8,2,3.0,1999.0,2856.0,Fin,668.0,3.0,0,0.0,0,1,0,0,660.0,3.0,3.0,0.0,10.0,224,106,0,0,0,0,0,230000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
